"sam1","sam2","n1","n2","coph","dna","ess"
3429430,533005,22446,76888,2700,0.123557224536629,0.017289900456476
2275890,14157737,36097,277876,1300,0.0304894509695874,0.000596748723279417
183216,8537575,32021,94933,800,1.81120232150356,0.00907889585059185
11820091,10408407,119653,36608,6000,0.131735769995917,0.0087362806405511
14093450,10388891,1354119,153571,14800,0.00240559560680242,0.00756324359860872
1495825,8213749,22301,16376,900,1.22575784897612,0.0144831602983821
16725193,9765469,409388,216666,1600,0.1219571302089,0.0169897241332813
8468488,13738204,520586,401109,8900,1.96849772053887,0.0188126735182715
2002785,13148755,36097,44116,700,0.453769510338763,0.00773025879595968
8391843,16615382,43162,240809,5300,1.87979018556728,0.0318050491140031
4178918,3992233,29790,32987,200,0.00328955087369842,0.00155739139087019
8220726,5505334,12855,24962,3000,0.0194875462384784,0.0110965979283906
13988520,5004465,22301,14005,2400,1.64604066993051,0.00647597558818302
12570816,16145236,374655,14005,3300,0.695536359931515,0.0190955516493885
8625035,16089083,18027,16376,300,1.57470128548061,0.0146204141256269
8976424,14209912,93320,279618,2400,1.39065488465356,0.0186931347679151
4355495,10761032,41081,378686,3200,1.69614392163194,0.0279010052426363
13063632,4687180,48828,177180,3100,1.55302064389546,0.0247655632573064
5012040,3120159,14005,85330,3300,0.00649476538454952,0.00197424000131896
16018501,2873356,22301,36097,900,0.0150211572926534,0.00186165050823883
12914163,10646868,139705,48828,7900,0.226573703349675,0.00128891018637567
8967590,11624218,118936,76,6600,0.665944828997361,0.00922331584821723
5880911,27106,16376,68,5700,0.0156527331951624,0.0110917270474803
3252238,13280077,63407,1254512,3900,0.0154816204817131,0.00318256545384399
280512,11398612,19280,90237,4400,0.101611801539151,0.0179616019563614
12427010,7056741,223138,103152,2500,0.889718969168148,0.0218952765856851
16124381,1480461,183010,22446,2300,1.97888136253155,0.0190758213352158
7647686,7362296,500310,43162,6600,0.181235510903974,0.00881586150380165
14638210,2727441,22301,36097,900,0.0897663308302284,0.000760504396954076
3556741,9735358,22301,255282,700,0.148976607274953,0.0110689408664376
16188373,730348,449724,94933,1200,1.972944657208,0.00472562162047652
16807202,15780936,455843,19280,2300,0.00739463564810183,0.00693538234566415
5998696,14701258,22301,27153,500,0.0337720607458277,0.00769004906742066
5894413,4289012,64380,33878,3400,1.8067911531663,0.003855077651713
14832167,2088126,261462,26059,200,0.113017424693583,0.00912026018223278
285918,1309873,18027,22301,600,0.221831584684756,0.0413810963817443
8783414,6359860,129,113715,5000,0.288194239843967,0.00988188246159727
1970788,6445238,32021,34104,7400,1.63018248370026,0.00663193189913769
3371035,15903615,85330,59972,4100,1.99797418147098,0.0108284200302728
92851,1773913,6233,36097,11000,0.472657084563963,0.0100510805080678
16348765,584422,59972,29790,3900,1.08722042606471,0.0118536382634009
16024248,7351038,19280,25208,1900,1.98116685935912,0.0100572864868249
16155164,5657269,27153,27153,0,0.977739796623794,0.00611201472761136
1260800,4437091,22301,12947,4100,1.79041412020954,0.0088879412107814
8659150,16824601,122782,14005,3300,1.99936451380602,0.0256080082973515
12748004,16637640,17428,14005,1700,1.00335618904821,0.00869631435574303
11663366,8536476,149,94933,4500,1.39535703227168,0.0136125111708616
4479320,11390555,370219,90237,7400,1.96956229210527,0.0168346228405875
4791967,9579322,44500,322132,15000,0.448785738069212,0.00394148016477136
137587,7726768,27153,94933,400,0.00868824401680657,0.00245275946415791
2221359,12653854,36097,1206,4100,0.49255843440907,0.0133295933877794
10024503,1638278,78414,36097,2300,0.341802546233001,0.00583714522602019
14729955,13794587,22301,19280,1400,0.000376612839499524,0.00968501829430679
16143558,5310984,14005,36097,3300,0.219842293805621,0.00109504251470149
4906718,6856550,32987,32987,0,0.223558651562003,0.00168747426808125
14095055,12170168,1354119,68909,3500,0.761369335702023,0.025377689073984
13378193,6594220,196825,29054,3900,1.99492810079766,0.00774056092056885
13174818,3121456,86376,406737,4300,1.99443691216314,0.00663448158589652
4163409,12507891,55866,247037,2600,1.83529957062891,0.0278289174264327
7063447,13008714,103152,363492,3000,1.77357366739164,0.0242191331989492
6543786,142004,38749,21458,6800,0.607423180760054,0.00389961638212488
2489667,2069365,116214,36097,700,0.0173146668713745,0.00261488179846281
13979847,7467710,398009,149,4500,1.88022052817545,0.00826428917549726
4773619,8294431,177180,16376,2500,1.86895809928851,0.00160639456614176
12705313,5541316,290057,15444,4000,1.19343077072764,0.0115410474263323
509502,4986394,60379,32987,600,0.0014497741534093,0.00429373614491813
16072977,7499793,19280,84434,2100,1.99521422853979,0.0196035059519081
15242372,14224256,24962,405758,600,0.0397972821593283,0.0109744478232089
13963971,10204418,22301,316686,8100,0.0261766299780322,0.00695760643312171
10099340,1009016,193866,36097,14500,0.0903408834729027,0.00317880979303253
11689596,7103542,170620,103152,2100,1.64183701638235,0.0157024972526388
15652837,11348835,209125,16376,900,1.34153988860994,0.0190955516493885
10979238,12943215,14005,129,1700,0.539782383887721,0.00437824222979288
11352159,10732800,352967,173686,8100,0.00829161569398984,0.0194435153120396
11677492,5457469,89831,109,2100,1.2786955029162,0.013111032030627
755282,15570620,29790,24962,400,1.10811182228394,0.00846025176412668
12980411,8769529,363492,27153,2600,1.73122442852272,0.029034636150675
4525483,4447464,32987,12947,5000,0.751420785917752,0.0138225160509637
5561178,11809706,13527,1050576,8900,1.96313547795723,0.0132779672327057
1065841,14152517,32021,22301,700,0.359936862010138,0.00740545066068787
15173261,1785681,331854,22301,700,0.466497231178706,0.00640800270161834
8819953,12192619,27153,119653,2600,1.56011400884721,0.0342085913171331
1905420,225626,36097,28852,400,0.00675647689881775,0.00258830885508776
11454993,15525425,363492,19280,2300,0.393037863010324,0.00442450535011096
5251942,6222982,21597,149,3500,7.40516406427805e-06,0.00761792897899494
875832,2686176,41666,36097,3600,1.39030480572775,0.00600321002090209
3860519,2800729,32987,18027,1500,0.654821851513907,0.00259391232974171
6582731,3063200,129,100460,5000,0.150370480973352,0.0157393961872548
13621180,2695424,19280,36097,2300,0.164831922564182,0.0127021273429152
8495035,3238331,108124,63407,8200,1.96635389634429,0.00598678948241016
125775,7971378,8896,106136,7500,1.97698368916602,0.0094891246737836
5034042,16086483,94058,19280,2300,0.454997364243264,0.0088950616065222
1104773,9279191,92382,130434,2700,0.0832836646823663,0.0124398991577768
9964255,7704991,10948,94933,7400,1.4056461241692,0.0126996530266386
8142503,15919998,63407,18027,1500,0.00945445764392128,0.0311436699172214
9720848,4001452,13762,32987,8100,1.18547792749726,0.0132459272232043
7325391,13497698,94933,32752,1400,0.436893071733416,0.0101730744691055
15399674,11017623,282823,348555,2600,1.05549214321248,0.016002433988608
7439841,16361908,26767,135470,13516.6666666667,0.105940642984706,0.0178781016107886
13749777,14530813,183378,19280,1300,0.020165011654585,0.00792970681270799
43241,9990087,7135,8896,800,1.11022302462516e-16,0.00160506931922233
16802932,8172704,16376,25208,2400,1.71945332347165,0.0330220838174913
3887062,9012185,22446,119431,2700,1.03254907153225,0.0131058925960255
13734703,3272352,401109,33153,3000,0.0112129368397273,0.0194185024879159
11084588,2488329,21889,116214,6500,1.55780107510804,0.00381686171775109
15394709,10279978,22301,194187,13600,0.0570722129118768,0.00524636504355835
16304609,11073945,19280,24867,4400,1.98322497726959,0.00849745377642097
192793,13316742,32021,83864,900,0.2903522799186,0.0169691451790992
9847083,10287203,16182,142277,13600,0.0292651080114879,0.00848177712947518
3469329,14861629,44500,283124,800,0.69532170266403,0.00487745315526678
9741766,15051540,323973,18027,1500,0.0442107602923364,0.0123725677499213
12623080,14852630,33777,337188,5300,0.229493834263823,0.0238086786952155
10413473,10924038,42256,56868,6300,0.279964906930016,0.00760419539859936
10912068,3736688,348733,32987,3000,1.91241859729842,0.0334037171288099
2466570,12376690,36097,160739,2000,1.56819071708264,0.0127589423114969
6074564,7882686,21889,38402,4000,0.00696214750833357,0.0162114599591091
7136924,1372388,34708,45547,7800,1.94023862956185,0.0162340527935746
7333355,14328714,26262,56662,1000,0.500187965401731,0.00824193131668616
6756774,7531234,32987,145744,10800,0.505365648664911,0.00702178725676983
14881404,12928896,70840,39470,6400,0.0875068082329102,0.0160258481882902
16843315,14184622,28852,19280,1900,0.0464979187346537,0.00109504251470149
8222188,10871070,14005,168301,6500,1.12599672405832,0.0420609071041358
6426025,14616780,18290,63407,4900,1.96060142953725,0.0111274244372742
216068,12356286,28852,56868,2200,1.34915608586001,0.0187751934766435
870644,14955713,33878,281355,3100,1.93082259955464,0.0135504906963299
16464497,4250334,32021,33878,3400,1.58059184322562,0.00444408606115276
9886931,5197793,182012,94058,14400,0.0693707982898391,0.00350682529494717
12642950,6867170,76,34708,6400,0.000425052434777418,0.0173930428800293
14661074,8115325,27153,63407,400,0.007705821967254,0.00165079772860843
10476754,15515115,62433,403375,2100,0.36539997536939,0.00752106791145291
8825065,11753036,26059,119653,2500,1.39540178845654,0.0266619658498096
5414462,11954166,28586,40585,1700,1.52676670258364,0.0256179867177678
5877836,11114738,24962,89831,5100,0.945420075040206,0.0150388707946745
13614564,16096505,22301,183010,700,0.00151734831884853,0.00633552439810059
14384847,9442612,14005,150115,10800,0.213031097626557,0.0219848467350777
2612767,9680832,36097,256390,1600,0.072115243203732,0.00405254565946989
2773175,5870901,16376,81704,1800,0.0513952288212094,0.0022300916422886
8389687,12924150,113666,39470,6400,1.7717913566809,0.0387201819539503
2387239,3466170,65020,27153,1400,0.250677082104037,0.00133411716852205
13530099,5696234,22301,36097,900,0.0556600788619221,0.00207263800213808
5554449,12626746,18290,12855,1300,1.95384248187188,0.018915318955123
899912,1890102,17428,36097,1600,0.642404564654233,0.00834053000936785
1246572,5952027,19280,14005,1000,0.297415780987429,0.00854359893425738
16246800,1196570,22301,1206,3200,1.8395387412294,0.00826428917549726
8469997,2839750,84278,28852,7600,1.93622502933536,0.00512593350251556
9631788,3882769,216666,27383,2800,1.78046559626544,0.00541713634860841
4141545,6104756,63407,84434,600,1.88506851848594,0.00361362410863797
95673,12607804,4348,374655,9600,1.19548015142165,0.018139420892087
13011919,487619,363492,50408,3000,1.99662320029261,0.0294888839485644
5912065,16855076,43325,21458,600,0.0119062988779126,0.00111648040616352
15763207,5592550,21458,32987,1000,1.06536826396108,0.0202551110703147
4691109,15096479,177180,64380,1700,0.504457019642366,0.00371978046294263
13315946,1911068,83864,36097,1100,0.348667304060002,0.0145809699846503
15610702,2126598,266279,28913,1900,0.045699263262643,0.00509450429574376
12253239,3354384,119653,85330,3600,1.82651022731469,0.0122422273442385
12983555,100912,363492,6483,11000,0.463464577718594,0.0168483737293227
11706216,12632734,224285,23596,3400,0.488709535736335,0.01213632140175
2565202,4906144,36097,32987,1000,0.875924368764877,0.00912251065821057
15338400,9298957,240819,59972,3500,0.0301827206168968,0.00789530206811206
10332755,16335888,6812,19280,9000,0.049596308181472,0.0103901790619022
575264,14345426,22301,340088,700,0.749417193505393,0.00824193131668616
5396610,10366089,129,8896,1700,1.90843224814464,0.012579446372133
12075396,3346689,1206,27383,3700,1.94143258419632,0.0121513306560241
10017389,12142367,120999,68909,2400,0.474879828543745,0.00997778989538034
5231338,3143267,36097,406737,4300,1.54766201071041,0.00472397817502879
15011481,5520077,12855,22301,2700,1.97208151365799,0.0354724353633791
10999902,10061527,14005,150582,10800,0.212693310717916,0.0245816901262228
7936240,8177596,84482,76,6400,0.0568841267053907,0.013250486970384
12990660,9454138,363492,320311,15000,0.463464577718594,0.023767313033749
5709424,4105458,36097,62929,1000,0.0445347940405,0.00693328802853899
5099978,3981653,94058,32987,1000,0.551284219860264,0.00972570593187561
11920705,1541741,225560,309707,3400,1.82185051460301,0.0243770134648487
15032218,1971388,22301,32021,700,0.213298897922326,0.00736102085430479
3022161,7281776,27383,81579,3000,0.0778729502475572,0.0109954175397655
15495231,12670730,19280,12855,1300,0.0990535503845499,0.00969594960152131
2620666,14123093,36097,22301,900,0.0686075174828032,0.00405254565946989
5392893,14375771,76,14005,3300,1.99960587700197,0.0209235442375798
6556572,245980,106877,21672,4800,0.0140345461332977,0.0173223553245164
10385228,6051761,153571,17554,12500,1.67483370215152,0.00903325981651693
4098518,4724638,22301,177180,1600,0.409445766823455,0.00187308201227165
12672244,15071080,1206,441215,4100,0.155124184529632,0.0190699151166628
7063139,11394281,103152,90237,6700,1.17482016802334,0.0366215837740489
2321818,3061221,36097,100460,7200,1.76358346728128,0.00323670433462298
4353157,7443400,41081,28572,6700,1.98567332453788,0.0341677268048612
11791261,4019595,1050576,32987,3700,1.69211121051245,0.0319199866277052
7115006,7529091,24962,50782,8600,1.49037114941619,0.00668884240576806
587521,3858309,27153,32987,400,0.154926105121809,0.00461666956303597
2889100,15410379,36097,282823,800,0.0743274303967784,0.000596748723279417
6732160,8888179,119653,129,5000,0.149012929606054,0.00351940283498831
216460,11371441,32021,290337,2600,1.75962820962288,0.0165557657919793
7418091,14087555,26257,401522,6300,0.756769237345592,0.0283796340397472
13836007,11426127,26059,180424,1600,0.401246470844263,0.0196560665058095
2780358,13524284,32140,22301,500,0.0516118461587991,0.00547382595530566
8268874,13353088,94933,16376,1800,1.98703355974152,0.00603581208640214
5020257,13047063,12855,363492,3600,1.87949222512517,0.0143470603350978
10845243,12120280,56868,24214,3900,0.0312633882801824,0.000838941854587327
15611938,4080520,266279,43104,2100,0.00021617950094055,0.0014231553383004
8997922,11710263,119251,18027,1500,0.0608334579024031,0.000792950691997474
238975,785541,56841,50408,400,0.089745022217119,0.00541615534266504
5349600,7190252,36097,31700,5800,0.545633009081109,0.0324072745019628
7753450,5727960,14005,36097,3300,0.425987235656901,0.00552419445266572
10903297,3174498,348733,32987,3000,1.96810268303923,0.0240945145341542
15644442,8135768,18027,63407,1500,0.00121848250071221,0.0047261896128501
8357619,6716244,113666,18027,6700,1.96795874346955,0.0117559089382792
16205262,3358427,56662,85330,3400,1.98245004839856,0.00431705824183992
12312995,10978588,170620,14005,2400,0.00521645633599177,-2.22044604925031e-16
6388278,9341085,149,216747,4100,1.76172083618582,0.0131797548638687
5530168,5448630,18290,14005,1600,1.96971572738448,0.00845189853368056
11785004,7747561,119653,94933,3000,1.99857251535808,0.0231430901211829
1017070,6377877,36097,24962,600,1.99997680638759,0.0108498230041668
3153289,10063334,85330,216319,14600,1.84930286241207,0.00738523625197984
4173403,5511318,27153,27153,0,0.426891669099154,0.00225587554837114
16839415,2961827,397677,33878,3600,1.68711596418689,0.00381335330692867
8167030,15544268,90422,32021,7800,1.99986174101426,0.00851750521001737
10600481,11631951,1020712,76,7300,0.667449247126033,0.00910109957646277
5128827,16724075,94058,409388,2000,0.339027612332345,0.0100551633888277
8074800,13835021,49975,27153,6800,1.99843510523159,0.00514195721915855
12544840,11331025,62530,290057,1900,0.361804872934631,0.00191542841983139
10675990,16578417,219834,437163,2400,0.161347040608819,0.0199547398592754
15180149,430700,279465,17428,1200,0.179102754387195,0.00527815799941922
8377834,2810640,113666,22301,7300,1.86037477788578,0.00736185371138776
9296353,6101548,59972,24962,3500,1.9999994119084,0.0154554299276487
16023680,14560458,19280,408751,2300,0.0539355757715534,0.0133339733361211
668406,154848,69339,29790,2800,0.148434709258607,0.00542449369617459
4721825,7848651,177180,34708,1300,0.250162144634907,0.00116452873977857
14362803,11293490,56662,119653,2800,0.302584298067816,0.0186931347679151
7994772,15593611,123943,17428,6600,1.9984351247259,0.0131045352112189
4289552,14607491,33878,14005,3300,1.80997783707708,0.0117672458404959
4843073,15053340,18027,22301,600,0.324951277998396,0.0245479132458356
974382,10589622,36097,363492,3000,0.888468649391387,0.021184598731332
3346337,6459245,85330,45547,8000,0.0116491978259678,0.00541107745599489
11221409,14198983,119653,24962,2400,0.704571949209917,0.0186931347679151
15278548,300893,86376,18027,1500,0.0118413225713601,0.00324653443716849
15498641,15764969,403375,409388,1800,0.0327604902581146,0.00986208296520974
10839394,2624663,285522,36097,2800,1.59223172843204,0.0185706259833632
10323081,1208868,324329,30811,8100,1.91642537256243,0.0108530523867688
7842354,15988273,94933,291645,1400,1.28691776441083,0.0101730744691055
14248129,980788,256390,36097,1600,0.0240701628544326,0.00765762845198781
14165926,11240024,18027,119653,1500,0.858043824594969,0.0186931347679151
12243781,5020468,119653,12855,3600,1.84017410260782,0.0143470603350978
4221561,12494410,33878,240942,3200,1.10146828687653,0.0110329760808638
11647976,5569401,145744,12947,6800,0.0835501794508721,0.0109279996575298
1526829,9281211,36097,169410,3000,0.383817648179246,0.0108300524224264
6676684,14020763,103152,246064,1200,0.00296915332987335,0.00278508518140175
14627952,14762197,22301,22301,0,0.00914428202860662,0.0162461879819918
8802065,5714871,129,36097,5000,1.95377466731485,0.00587056186858825
16846368,15922180,32021,16376,1600,0.0903298556861,0.0330152538219894
126427,11217878,16,119653,14500,0.643201903996191,0.0264126390071481
366846,2366725,32987,52592,1600,0.593365835060187,0.00259391232974171
4250686,14322645,33878,372802,3400,1.84133734347113,0.00590375777877028
7206126,2210532,29790,142461,1500,1.00402164958946,0.00779898499719422
1337138,15526154,24962,18027,900,0.489465317737122,0.0267281984035165
830560,13424644,30236,23596,3700,1.99795003267237,0.0123191217413394
3680849,3997042,29790,32987,200,0.330327035454628,0.00191844966329191
2703204,5133512,36097,378983,1100,0.0156255654555806,0.00595218925430996
6721553,8913562,33696,52500,500,1.15824920083387,-2.22044604925031e-16
868842,6527661,41666,36279,7700,0.0822084439673926,0.00337744128955331
1693518,1335163,36097,44500,1000,0.0449537913263661,0.00511026813166349
13432796,5011007,61180,11538,4000,1.80296406374387,0.00958443019308641
7609711,6633719,29790,40407,5700,0.0358148417072041,0.00540960764047338
11656791,3664476,169910,19280,1400,1.08179345995725,0.0198422670385358
11157483,15574741,352603,18027,1500,1.47190585568782,0.0191967666048276
9316658,6965677,12017,12855,3100,1.49565887738189,0.0226523604980078
8636347,7137973,122782,16376,1800,1.99996032931938,0.00511652585965594
12724517,12836089,290057,35166,11400,0.688915927815486,0.00910109957646277
16713634,5761238,409388,32021,1800,0.166429207338206,0.0188854119227506
66278,7488702,4401,84434,9400,1.91969146408469,0.00581718770134743
11634105,9545226,145744,216319,14600,1.99263927578926,0.00757759810785008
1703344,6730731,32021,24214,4100,0.731481326860445,0.0188951406611469
9734415,11605252,255282,17428,1400,0.634177232431546,0.0198164662525535
11632365,1735814,76,40164,6400,1.47533703006368,0.00454807045539696
5113456,5953518,94058,86376,1200,0.39159055979837,0.00768305339294306
6318488,1637805,24962,36097,600,1.95314729190477,0.00611907764563147
9076049,4599257,552409,22301,8000,1.99262750083377,0.0125316101947454
9782334,7976448,104819,106136,17116.6666666667,1.89716401821548,0.00795368579879885
7800501,1729712,34708,36097,800,1.13397567818499,0.0150900038629749
11663972,16659990,41134,86376,6700,0.449945638814741,0.00667813484572399
7071662,5600103,103152,32987,800,0.103589659129944,0.00314037151750857
1308223,5785323,61180,36097,1800,0.00210772384306324,0.00161642485819358
11477651,6925694,24214,133735,4300,1.99512574197096,0.0207610367581618
14314744,2576884,47550,36097,800,0.304175911336797,0.00650337176860882
12194387,12857677,119653,1119096,11500,1.41872836323556,0.00922331584821723
5185327,2665859,36097,36097,0,0.00554903516224681,0.00777642641145326
2524046,3275481,22301,37792,900,0.350238547121541,0.00244860901747423
10724330,2265332,26440,36097,6300,1.87063949646846,0.00646971755313275
11767804,7501156,68909,84434,2600,1.88364596644722,0.0266619658498096
314715,447316,32987,70892,1200,1.66288593325776,0.017893475700729
4698121,13540538,177180,24962,1300,0.57580578984984,0.00371978046294263
13373250,3904371,196825,32987,2000,1.03370972743237,0.0169170191501952
144882,15187700,22301,410613,900,1.09722245994661,0.00457290387525366
9782980,12419489,104819,370660,17116.6666666667,1.23284360098324,0.0191724540169201
16667788,1353487,86376,18027,1500,0.727221029208813,0.0153602034084765
4245984,4807782,33878,23515,5400,0.0345469427992567,0.000794662517787592
9169705,14101662,26059,1354119,2000,0.796161364188792,0.00939915337860109
14376323,12769450,130817,223138,1200,0.981810336137117,0.00988730651229819
11893876,12786517,288345,207442,2400,0.0415997314773487,0.000838941854587327
3523772,734253,44500,21458,1000,1.18632035892896,0.00116452873977857
13766561,10179276,83864,64900,3400,0.00240083847274697,0.0118383948032934
312181,13893286,32987,21458,1000,1.32328626010152,0.00790368087913362
16529200,7422366,18027,26767,4900,0.398274683643943,0.0224804379543825
16273105,1894694,19280,36097,2300,0.114876578522659,0.0128627689250145
13676011,3092822,22301,406737,3400,1.94711404174044,0.00345271827847649
4345245,12695563,41081,17428,1600,1.66674451060916,0.0279010052426363
158934,1212301,29790,16588,4300,0.310384344242408,0.0116623789197539
1976494,13257983,36097,1254512,3900,0.155642134649457,0.00661598787544881
6248368,15397935,16376,44116,1300,1.90561441262389,0.00326091962324937
11696201,11451850,348555,363492,3000,0.158847853267771,0.00122633575421605
15926630,7923260,16376,84482,1600,1.90525470681137,0.036785885175655
957823,5254676,36097,33878,3600,1.55146014159735,0.00891128442752098
4691023,12960342,177180,363492,3700,1.61562230457828,0.0247655632573064
1151333,11199212,32987,119653,3000,1.91674406031954,0.0359376997125918
15494436,4106133,18027,62929,1500,0.0249881479979511,0.0236631806488409
3983850,5489549,32987,29790,200,0.401255748090598,0.00619874216948568
1296915,8269750,36811,94933,1200,1.93762676514715,0.00602220949709842
8813235,1136278,122545,29790,8000,1.12469655011396,0.00307579839568028
13479020,13142687,378250,70840,1600,0.210119033406104,0.0106083657436566
5208939,10600025,36097,1020712,3700,1.76086065391265,0.0197972700636088
272436,3961680,29362,32987,4300,1.50378778493749,0.0240445074029131
749618,2992370,29790,33878,3400,0.127233784437094,0.00821827290266175
13739204,12838100,401109,35166,11600,1.99457599397665,0.0105214465473512
16053549,2866404,29362,36097,4300,0.22995254992885,0.0166193195799114
13773241,14303368,375214,279618,1400,0.000685615784032256,0.018676864536418
12608385,6966310,374655,12855,3600,0.155074460918114,0.00128891018637567
411385,9343230,24962,216747,800,0.0713348857123983,0.0130540199121392
10973274,13247963,18027,161372,2800,1.30852224265379,0.0214719952650925
14919849,8896164,44116,26767,5900,0.292059719707282,0.0109054765624643
7228954,15327280,32987,277322,1400,1.16972212483423,0.0066051684070888
7847707,1134730,94933,32987,800,0.153550587840471,0.00402277711537202
1103115,11426177,92382,236462,2500,0.00789934943353632,0.007914437895988
14602743,15703807,14005,21458,2300,0.00680681665874538,0.0124826972344364
1967038,3954708,36097,32987,1000,0.523913721136684,0.0084609456967959
4604778,2245667,39672,36097,1600,0.00133815360108946,0.00643541101494083
10532523,16033972,40585,189862,1100,0.269120588939913,0.0160506421769312
16547639,5529196,17428,16970,3000,1.89828227131676,0.00648533173110544
9163362,8919620,22301,118936,2100,1.98322650314037,0.0256179867177678
16794871,15749997,455843,409388,3200,0.012809982400902,0.00974746188053499
15992571,11485282,18027,363492,1500,0.581008635026236,0.0160506421769312
8776395,13311035,129714,268128,2700,1.9363140124842,0.00668102673582005
3163130,9669803,32987,121333,12700,1.39595731613633,0.0067497505858396
11729960,13587871,240091,204361,1600,0.874786334474931,0.00265464087650491
1133148,2641271,32987,36097,1000,0.449166270657046,0.0105551037895627
13694100,6569499,24962,148098,600,1.88347958149664,0.00654516044921305
4548446,10919453,29790,348733,2800,1.98672794979404,0.0341739030119476
5023965,3920414,11538,32987,4000,0.436263033732526,0.0139170258835665
7549292,7996222,30910,123943,7200,0.0134914788369662,0.00808333996849797
6206024,4857023,48423,32987,5700,1.99530901330888,0.0204572833686534
8639413,6445570,122782,435524,8900,0.000880133235055425,0.00337870273794993
7008771,13872135,122545,17428,6600,1.97260962121239,0.00732326934130589
8321897,13348275,33050,163286,5200,1.99990935921959,0.00849745377642097
2599097,14107371,36097,1354119,2500,0.0466811336464257,0.00424147246189077
1412791,14678727,33878,37792,3600,1.9212515333194,0.00346303904881051
10835613,1250645,347153,19280,2300,1.32827410314747,0.0207036865116431
14763361,7878882,334051,16444,4800,1.99066738431705,0.0157716328357239
541653,1697835,34708,36097,800,1.17589612046783,0.0193814940585105
9852595,13196300,167186,56662,2100,0.0281028581731187,0.00457222712432981
1002504,11454087,36097,363492,3000,0.95772408291778,0.0155709411997894
4866074,2147944,32987,22301,900,0.668904116437628,0.00779898499719422
3561828,6697995,27153,103152,400,0.219429846508422,0.00582814107364149
8848278,15712732,122545,282824,7800,1.99965156821217,0.0136982936050518
3294299,6580316,68275,16,14500,1.28395994712901,0.0129216056595501
9733471,12902332,255282,175194,9700,1.4595182662147,0.0226719997425296
8262194,4001264,94933,32987,800,0.75963215102528,0.0040025015547458
13945155,3916755,156308,32987,1700,1.48837392084206,0.0246133791926334
8228974,7509593,12855,145744,7200,0.0992058404056969,0.0168646215819448
2635023,883779,36097,30236,3400,1.44325424113733,0.00883286717429943
7422048,15336254,26767,21458,5400,0.792243461472363,0.0282491971460082
9297411,10865448,71501,168301,15916.6666666667,0.748620285628107,0.00792926631691637
7095607,3711217,103152,27153,400,1.07911630099812,0.00673492204213666
936070,6938458,36097,129,5000,1.11869123089203,0.0148205407005216
13786916,2175073,19280,36097,2300,0.16891059461004,0.0127021273429152
473809,11368492,27153,352967,2600,1.26349476045194,0.0260043888493572
8777991,16129161,21458,409473,1000,1.99941256352943,0.0286489428079195
7523637,5909216,33050,43325,7100,1.99614814352013,0.00705535964035853
12610953,11356948,374655,352967,3200,0.0572833158069425,0.000838941854587327
377336,14873070,32987,282823,800,1.15966475065823,0.0224770565728747
12273267,5191590,16,36097,14500,0.88156680268326,0.019671529768286
4625706,8920725,47725,460235,3700,1.66779529229017,0.0233522861026213
11427836,6004876,169913,86376,2000,0.0500937398118076,0.0197785883867032
10247514,15211645,233351,410613,14600,0.0152079304341567,0.00516795722331154
13267774,9066404,346606,123943,8000,1.97274265523108,0.0124926196677307
13347641,9987000,163286,8896,3400,0.00895244211497215,0.00754637508904799
8892600,9061766,26751,123943,6000,1.23373737974163,0.028847530185735
16603878,12516326,83864,62530,1200,0.217337147597006,0.00903406425757491
9399853,4689734,64900,177180,5000,0.69942665692725,0.00891216895675007
7398249,13624702,92768,19280,7500,1.99971046426414,0.0135253173915235
14137808,8231064,21458,129,4000,1.85512455056247,0.012706156223447
5373299,13383705,32021,21458,800,0.0336987094618144,0.00528053031759346
16458272,2771840,36097,19280,2300,0.0286064676478193,0.00643541101494083
13892465,16786849,44116,83864,600,0.000713030206190846,0.0170982020321631
15684808,15656376,209125,18027,600,0.000519860853742782,0.00498575836428827
8030947,4459885,72,16588,3300,1.80187609207233,0.0331749294426134
9237898,15178666,64900,21458,3300,0.000606072078154107,0.00864466862495794
8747828,8071414,36281,49975,4800,0.000465855571380902,0.00418033486501601
9662915,4416550,150582,32987,14100,0.917875012689865,0.00679037375456082
13041306,13981351,363492,22301,2100,0.645257514354189,0.0219016149243715
9813188,13386515,104819,1206,13016.6666666667,0.246684773763664,0.0183247927955207
12337157,13118068,348733,11538,4000,0.117563083212918,0.00241687884375774
15948359,530538,44208,76888,1800,1.47521150268977,0.0131323657925603
6793162,14102310,1206,1354119,4800,0.733291866786997,0.0374684169669021
11411109,4007818,109,32987,5400,1.81406741880703,0.0332344970210676
1925617,1001667,36097,36097,0,0.02486919877708,0.00146741877177203
13513540,1889657,37474,36097,1600,0.0925684637891192,0.00589149877491535
8334724,12834669,51906,24867,5800,0.024396949014637,0.00661898676945138
2230010,9209225,36097,71260,6700,0.112279711606228,0.00813047318515225
3842470,530969,32987,76888,800,0.109803853218071,0.00619874216948568
11920360,470839,225560,47443,2300,0.6540304569654,0.0103707484516082
15598084,4585203,22301,30518,300,0.0456760762575601,0.00643541101494083
9781465,6854704,104819,32987,17116.6666666667,1.65924990540673,0.00711296323755295
14917942,7601839,56662,137811,7800,1.55459777196742,0.0147581095444352
12374410,12264064,354109,56868,2600,0.0952898104833456,0.00122633575421605
12219822,6927900,348733,16,14500,0.0474980487920799,0.0112839650547943
