"sam1","sam2","n1","n2","coph","dna","ess"
7629728,6296147,27153,133617,1600,0.109964593823413,0.00496393004626428
8625898,3738245,12533,32987,3700,1.50142078286871,0.00353608417837847
7099329,14209191,103152,332282,1000,0.134711825561437,0.00472562162047652
6772587,16886604,32987,401522,1800,1.48901039834184,0.00655269801579594
7363428,7043755,76,81579,6400,0.00170860266116946,0.00737586093618769
2606886,14601031,36097,12855,3600,0.13365064608314,0.0144228115651064
7846762,10364410,94933,80415,11700,0.857174354802286,0.0156679491936336
6329082,7981064,113715,29571,7500,0.261468933838471,0.00698175937822321
15590545,10843644,19280,56868,1900,1.09404451382623,0.0136536053262419
12707648,9687430,210999,242135,8200,1.25914880435184,0.0284088350982546
4707133,785111,177180,50408,1100,0.281672298300248,0.00375358676139126
14686498,1429743,37792,22446,2700,1.86173702064869,0.00346303904881051
10918279,7324142,348733,94933,3000,1.84173727911523,0.0267580437001415
6530872,16403553,29301,36097,7300,1.83205847306403,0.00424016523448145
2653982,2480617,36097,36097,0,0.0151569299623314,0.00274144890702543
9316144,14112798,12017,1354119,7400,0.0482479995753189,0.010628329372613
12326135,4007340,56868,32987,2600,1.99995000374969,0.0329259285740487
910553,4091458,36097,43104,600,0.049365117932192,0.00525846698750454
10726595,11736462,120968,241232,16716.6666666667,0.933796586253931,0.00827115712234849
57993,6026811,11293,35543,7300,1.8323107605348,0.00672390994389782
9431626,10646242,263174,1051646,15500,0.474879828543745,0.0217512258447181
8527101,7498419,48606,84434,7100,0.0216164197362684,0.00540960764047338
1589477,3010908,36097,188256,4300,1.13251728932266,0.00702039112890085
14876765,10015392,70840,120999,2600,0.0350112725641456,0.00822421822507902
6056386,15412271,19280,340088,2100,1.86112431638714,0.00562168596098034
1518434,15767029,36097,19280,2300,0.647774613349122,0.0182844921335538
4054266,1271876,63038,22301,900,0.00117616657576314,0.00712421408093711
11699148,8604012,170620,94933,2100,1.18431988354148,0.0218952765856851
1910217,8881005,36097,22878,5500,1.23192533053035,0.019047723357681
10388233,1633770,153571,32021,13900,0.160217602062029,0.0121482955368896
12572996,2153556,307783,26059,2500,1.37162899943803,0.0191967666048276
4987970,725885,29790,27153,200,0.523735426325042,0.00204247117544676
8022559,16508162,16,17428,12900,0.649291254979343,0.0238949088693117
6363114,4403382,113715,32987,800,1.4044141369606,0.0040025015547458
9851161,8377686,339477,113666,8200,1.99999738196049,0.0127708607193632
10374652,14684772,144932,37792,14000,0.0440579778319886,0.00492100388825023
16474156,12180699,32021,119653,2800,0.731362036003191,0.0205482913047942
2088743,8212922,36097,19280,2300,1.6226584519985,0.0183352859571174
7637506,4582529,27153,39672,1200,1.87369507050217,0.00402310631901848
13687469,14288135,26059,372802,500,0.00174758030860711,0
5028395,16564599,94058,19280,2300,0.208416829585825,0.00795397310036638
10088485,4343717,121333,29790,12500,1.43328392379028,0.00738863801705525
15478781,12454274,21458,346720,2000,1.12252289923355,0.00490389028378779
6248671,8514018,12855,48606,3700,0.0900978715276599,0.00331805506237637
12718395,4653538,352603,177180,3700,1.99906905625989,0.0242750669322322
740140,8952491,22301,460235,2800,0.715749016337034,0.0231430901211829
15283615,11511944,22301,164749,8100,0.538268754291716,0.00556787649090285
12570102,12975099,307783,363492,3000,0.132453781727243,0.00180854364698169
1683221,16645078,36097,47550,800,0.606172942588837,0.00793790217083079
5977922,4056502,86376,63038,1200,0.16062729071799,0.0134069298897417
1306613,6667145,22301,22301,0,0.030276499344339,0.00668219385186086
400992,3893661,24962,14005,2700,1.36050696687497,0.0105618938307674
8668512,16001947,27153,29331,800,1.69935504819804,0.00506279407434329
12541461,2282940,18027,36097,1500,0.757729432818581,0.017224815543102
11852565,6707136,16376,40585,900,0.120559086690347,-2.22044604925031e-16
15186571,2256038,279465,36097,800,0.0936509152941067,0.000760504396954076
1688417,13362215,36097,14005,3300,0.237400675897895,0.00775420427041906
8828054,6977605,122913,40585,2100,0.701858913431474,0.0342085913171331
168881,8702316,27153,29790,200,0.341793068518425,0.00476822910613295
14968803,4504885,281355,29790,1300,1.40193369592232,0.0191771417393299
10631182,4352065,1020712,41081,3700,1.59131827765522,0.0279010052426363
2575922,6605472,36097,76,6600,1.84741803841227,0.00652654035454481
5414188,7156837,17428,47134,5700,1.77330283006978,0.00818216963205165
11592114,11735261,227059,160739,9200,0.704312699247379,0.00827115712234849
8168529,5213155,72989,36097,7800,1.96241561226767,0.0190539417312788
3274342,3739436,37792,32987,800,1.36973542196963,0.0226367671727198
16280098,3126286,12855,85330,3600,1.90753884915871,0.0092268214009954
3762900,5326990,239736,28852,1300,0.793794317082385,0.00653610633958268
6073730,15961994,11944,291645,7400,1.945135590542,0.0111077653049095
4420802,13604093,32987,22301,900,1.31790602764639,0.0211235764106209
15226948,692469,331854,34708,800,1.88347341716199,0.0121866621970547
13177155,10924117,86376,24214,4300,0.652752353421787,0.0103115287432952
3058598,15688737,100460,22301,6300,1.90292279839748,0.00345271827847649
9025665,10590412,76,363492,6600,1.63891366063636,0.0211247262862927
858437,5444702,30236,14005,3100,1.99871282243525,0.0108636029754953
16005284,16235398,44208,22301,900,0.000111196674235869,0.00207263800213808
14203722,7594751,24962,137811,7400,1.67201829273489,0.00490048882457361
11197442,5009112,119653,17554,2000,1.81479239913153,0.011911423418238
9341515,10652809,216747,18027,1100,0.356455051236769,0.0194903453938012
5367999,11032086,36097,348555,3000,1.48002403380718,0.0181245393853134
9461534,3518825,312925,44500,15000,0.665292568020915,0.00374536803313208
12512140,8049802,247037,140266,7600,0.0241732601458438,0.00744944830422622
4545451,6321234,29790,16376,1600,1.58327170441623,0.00391937431372125
4746459,2182815,177180,36097,1700,0.400225351971142,0.0047391927796957
10988217,1124833,14005,29790,3100,1.40222163027223,0.0365643870628334
11358100,5892805,290337,53289,2400,1.49597671706334,0.0165357316199891
16579932,3664388,356356,27052,1000,0.0619518217716317,0.00807727322625074
8171821,14421739,51906,370720,7100,1.71945332347165,0.03146084007671
3276816,1039985,37792,36097,1000,0.245696473615402,0.013173856873037
8834390,7399482,22301,76469,8700,0.00705739134048566,0.0173611739210161
11524475,16298043,62530,440822,2100,0.262990651864074,0.00649961312666969
2239575,6646930,36097,28804,1400,0.00519943502933218,0.00686959868719461
11760203,7226365,1048764,29790,3500,1.99309187318634,0.0319851577776509
5892601,16482491,64380,28852,600,0.00967067938043376,0.00111648040616352
12634303,1715677,23596,36097,3900,0.933202389933926,0.0130925185807459
5293414,3234653,17554,19280,700,1.93376992819613,0.00310217076979091
4777659,16534809,177180,14005,4000,0.581730704046653,0.00625061340681399
14694088,5520502,33153,22301,700,1.93224087679661,0.0076363722440963
7219737,9509845,18027,223097,13100,1.23762915342586,0.00515320071077918
13547854,4761214,21458,177180,1700,0.500830473231258,0.00371978046294263
11416899,10869786,52500,112959,8500,0.22020183825812,0.00180854364698169
5237333,10057498,30162,254370,14600,1.79493992272696,0.00738523625197984
7648303,9168175,500310,22301,1600,0.182514231888334,0.00267824749842704
8888263,5205577,129,379281,5700,1.09586292828768,0.0243362076567428
3148465,7513909,85330,145744,10800,0.105720437316349,0.00446336364091138
6001809,11030533,47550,348555,2600,0.887736520607354,0.016002433988608
6551100,8569930,22301,34708,700,0.0373062527212275,0.00211365584294021
10323235,15093369,324329,22301,8100,0.0100102652231996,0.00428715703111104
10102980,8657351,142277,29790,13800,1.87397660930222,0.00374892488919187
7773442,6072742,94933,11944,7800,0.00750053395948647,0.0122140072884933
3071794,15437094,100460,240819,6600,1.96273471816866,0.024048897019651
15815862,2216175,11538,36097,4000,0.116326210167617,0.0144678219077981
6026144,3891820,35543,12855,3400,0.0512000946857603,0.00557592626120262
12916826,9749571,260883,255282,10200,1.39727581568501,0.0226719997425296
12659222,9869243,94593,156696,10800,0.327050433016662,0.0153255316428009
8026406,10398477,16,42289,11200,0.0623018364347834,0.0038753151579709
8956283,1480745,118936,22446,2700,1.33206397762283,0.011911423418238
6390458,16055879,16444,47385,4600,1.99805751130381,0.00949253440199249
7739675,4985950,94933,32987,800,0.0944634500324235,0.00204247117544676
2211568,9868110,36097,300766,9000,0.112279711606228,0.00588054935289839
685323,14726736,12855,241251,3000,1.89343569854399,0.0157716328357239
4694812,12780345,177180,149,5200,1.99815591037203,0.0221350052917146
3967724,4763764,32987,177180,1100,0.119158233045238,0.001518527569487
11399817,1586910,90237,36097,6700,1.17017393344001,0.0336963787351202
8583312,2538784,34708,36097,800,1.30000139102533,0.00279624652317623
15959937,1774197,291645,36097,1400,0.285575111333534,0.00805865218204627
13916248,2924643,163286,28852,3900,0.0251783693115554,0.0144678219077981
13696525,9629316,24962,230794,800,0.0491753967259549,0.0061974519699497
14787350,15002856,281016,11538,3600,0.0370696528786165,0.00674625909855742
188874,8863162,32021,122913,800,1.81960701222137,0.0161947984768709
357887,5078525,32987,94058,1000,0.451959425198469,0.0103322062831578
11915029,10629893,209647,1020712,3300,0.0224396256852886,1.11022302462516e-16
1297534,14669427,42057,26059,900,0.0565106341660395,0.00207334869234344
8406527,6050591,115415,17554,6600,0.194842951513597,0.0034139789862071
13749739,16024869,328670,19280,2100,0.0182158500113115,0.0162928621481735
1409341,2073436,33878,36097,3600,1.51892662354061,0.00555563285272409
6468589,8102469,36279,19280,5400,1.91635377680726,0.00407522640892199
3052357,4529236,26259,27153,2700,0.414514484289293,0.0100835135821939
13378034,168490,196825,27153,1600,1.04291841693251,0.0154718733033485
11990547,16502372,348555,19280,2300,1.22440050128091,0.0159210736314023
8337409,9009876,113666,52500,7700,1.02267945715175,0.0264438484401808
12606014,5807521,374655,149,4500,1.41303124427112,0.012770210128941
8105612,15834379,27153,22301,500,0.0266044480824899,0.0201708047777877
2895306,3803789,28852,32987,600,1.09436553689148,0.0084574673883222
5774925,3292739,36097,27153,600,0.711099921544786,0.00653610633958268
6788636,11117930,54018,89831,3400,0.0132883672475449,0.0269549334618866
1126307,9733834,32987,255282,1600,0.589148768409983,0.0148821992333816
10213934,6257358,316686,76,6600,1.99971634478184,0.0115531856145082
14484187,9664982,359549,150582,13900,0.052792139324054,0.00814356109013381
6156850,4886194,81579,29790,400,0.887839088681884,0.00273059284145405
295183,1624628,22301,36097,900,0.639093887203743,0.0171785426952142
14385669,11866183,14005,1050576,4000,0.0253823068764274,0.0107888227338777
6849268,13758395,32987,192664,2000,1.76842554254665,0.0258848546349804
9716381,10648845,13762,119653,8100,0.474879828543745,0.0241892816767891
3509872,2241455,24962,36097,600,0.17736356433448,0.00667269461417053
14290147,12444278,372802,346720,2800,1.36323083557381,0.016002433988608
5046852,13501997,94058,44208,1800,0.138839315149661,0.0050697779082971
10209360,4974914,261000,29790,8600,1.5123338124694,0.0121545063422525
13162470,4400588,22301,32987,900,1.45959617595706,0.0222335743592059
12959838,14616831,363492,33153,2800,0.452926190972194,0.0207338139351863
8117895,2504414,63407,36097,1000,0.192104257234927,0.00278445359393609
6972951,6243440,56868,51281,1700,1.09346630125807,0.0199128663124137
16531203,9598691,22301,261540,13900,0.0115721736809586,0.00668872922009489
8661273,11132348,122782,16376,1800,0.990928831763719,0.0272218851090633
11548895,11741225,62530,119653,2100,0.00618380013857089,0.0126494949989311
8519435,15092246,48606,22301,6400,1.99555808434293,0.00514195721915855
5401277,11750507,19280,119653,2300,1.09375049276014,0.0256179867177678
15684901,11899498,209125,288345,2100,1.13588770551487,0.0190955516493885
4430997,3228191,12947,32987,5000,0.234585679753071,0.0129314343515499
1708809,3449141,36097,29790,800,0.120025771931487,0.011804763050227
15811404,15479174,14005,16376,1500,0.0327604902581146,0.00459554448155242
3962760,4050650,32987,27153,400,0.892713400251119,0.00294498958823897
15275727,5744148,86376,36097,1200,0.169029299718028,0.0054642934913568
11881123,1983710,374655,32021,3000,1.54205227371553,0.0227790910763993
6281334,782775,12855,29790,3400,0.259736490863376,0.00758658683906577
11180146,3207174,24214,29790,4100,1.9875550454307,0.022929026707344
9539303,11822630,64900,119653,4300,0.202816548267138,0.00867327585783617
7521146,10492633,145744,206366,10200,1.54052557753092,0.00668603597349005
7710473,4284494,94933,188256,4300,0.187362544738111,0.0060027114005039
9120100,15433757,123943,240809,7600,1.89475604065872,0.0318050491140031
10896998,4622235,348733,47725,3000,1.19335296404386,0.0238980794291307
15563963,577021,36097,27153,600,0.473669348536342,0.0103760052627279
11439079,14863280,17428,337188,1400,0.142855450593111,0.0221694841559371
335601,6581954,32987,129,5000,1.0742931584289,0.0104974300278795
3808745,10714000,32987,93216,7500,0.404443509508835,0.0108905450752819
2181523,5538664,36097,30811,7300,1.66512575530589,0.00785137118168555
7960472,1439740,39856,33878,8500,0.068604017983491,0.00202389822809645
13665131,7499087,44116,84434,500,1.98957961335316,0.00518363344939465
6691216,12829805,33153,264221,12600,1.99411979077409,0.00697507932636687
5299388,9440823,19409,150115,11800,1.77777336291645,0.00850263032178589
14148044,5920105,22301,14005,2400,1.82418166901776,0.00826428917549726
13737413,16809776,401109,168244,4300,0.0725837716833061,0.0147951707049876
16790449,4289562,130817,33878,2100,1.99445546630129,0.0136895273934832
5018043,10831614,129,347153,5000,1.35811809989261,0.0115199400848649
12213243,3582007,348733,33207,2600,1.73160598326498,0.0284744144521575
8794885,4374685,59008,29790,1900,1.05629296390768,0.00350539743587319
2501274,14426893,36097,41666,3600,1.25004731559342,0.00880708972794364
13260260,5031509,202773,378983,3000,0.232844040185569,0.00893368711522891
10606742,9104091,352603,123943,8200,0.479528796448333,0.0242268765481142
2877129,7792417,36097,51906,7300,1.99901731273291,0.00851750521001737
3429692,1779426,22446,28852,2300,1.18354142807978,0.00856840746782417
2446708,5133990,36097,94058,400,0.005887625680144,0.00268528058579909
6462488,14164810,55598,277876,7700,1.93862988106132,0.00307461528397279
8826010,11366058,24962,352967,2400,0.750010241910014,0.0316550405014491
13503875,7426224,44208,28572,6700,0.698005410229452,0.0213362647695801
16213796,1932373,56662,36097,1000,0.4280117394112,0.00369746119919856
4491192,16446746,370219,36097,4300,1.58059184322562,0.00629178514485129
13052542,12279356,363492,109,5400,0.00426470535404411,0.00366858281012583
1290263,4268650,32752,33878,3200,1.59281535912207,0.00507235148063501
15094402,4979917,260801,27153,300,1.19956135558534,0.00758286822422549
7569751,12055794,88798,348733,2600,0.684352591999477,0.0233962130155244
3818090,5158387,32987,36097,1000,0.835141423264115,0.0099713850184826
16753707,3298106,409388,68275,2000,1.14683324308003,0.0352513571845876
8824319,2552065,22301,28852,500,1.75638542560383,0.00829755205143889
3550344,3313628,26059,29790,300,0.150993791395563,0.00491159477263026
13622989,14590987,19280,19280,0,0.029914840365694,0.0185941484395211
4946140,3759442,32987,32987,0,0.0365891046239217,0.0042910817470333
12879818,12834607,70422,24867,2600,0.789256449529823,0.00910109957646277
7976003,8399882,106136,72989,10400,0.151219934956067,0.00999584344617499
3350535,1380719,85330,38749,7800,0.0246151346168534,0.0135965012279891
13438933,5845468,61180,81704,1800,0.0019366299087189,0.00689735335028785
10236433,11842876,95560,119653,13200,0.694625017654676,0.0217512258447181
3387831,3541458,85330,37773,3400,1.08454218927309,0.00731419306739367
11733054,9614313,347153,201255,2500,1.28037260146988,0.0179721249476992
10075511,6132881,150582,22301,13200,1.95571670837185,0.00378632343673224
13873152,2655588,44116,36097,700,0.222861037631551,0.00648255272737386
7403443,8353004,129,113666,5000,0.0213220503737951,0.0101755793782473
5898433,495986,43325,60379,400,1.37994459852624,0.0029523940017977
1200062,9012440,1206,119431,4100,1.00064054646836,0.0132779672327057
5635666,7082837,32987,103152,800,0.103589659129944,0.00314037151750857
14904998,600877,19280,32987,2300,1.87701538478222,0.0201337133418694
5612852,375343,22301,32987,900,0.0967009712001526,0.00461666956303597
2185336,15772397,36097,409388,2000,0.221827899304093,0.0164978497707923
14458816,5412468,19280,21458,1300,0.389668055274152,0.0219170633502882
1782323,556171,26059,29096,300,0.00764377982139564,0.00218584834557467
7592797,9786158,137811,142277,14000,1.76644988429889,0.00561573053581899
9325695,15842426,18027,22301,600,0.114341154666294,0.0167515280481746
9436022,10639829,120966,119653,12700,0.694625017654676,0.0217512258447181
8518150,11924472,63393,91411,4300,1.77210079872574,0.0090796861578345
7159837,11632718,47134,16,13600,0.0102224241532327,0.00808333996849797
6474413,2701978,435524,36097,8900,1.78196935525505,0.00424016523448145
13554311,4743305,21458,44500,1000,0.640304561315438,0.00371978046294263
7003624,12064019,79036,24214,5500,1.04718195334845,0.0360774943325034
13638253,2983876,24962,33878,3000,1.87499591421331,0.00369622109272649
624741,14323128,29790,47550,600,1.87685284279292,0.00654516044921305
4338357,6430230,41081,435524,8900,0.234512143224306,0.00296945047635988
748487,1153076,29790,32987,200,0.161334942011987,0.00484261629068106
4077207,25626,50886,6233,10800,0.00114825957572784,0.0105622441868314
13409838,15636173,12855,14005,300,0.181155312558709,0.0222371066860085
16074792,8256559,19280,94933,2300,1.97953364831362,0.0167189869489518
16646625,9072339,86376,552409,8900,1.81741724893387,0.0141749400329422
11158367,3174073,352603,32987,3000,1.65033612424692,0.022606088099602
16237064,3131545,22301,406737,3400,1.84056211485495,0.00336026862703565
520288,1390423,76888,129,5000,0.251988996293533,0.0136938716618338
5587090,15948880,149,291645,4100,1.89391648613003,0.0170187961044462
15346984,1113621,405758,32987,1200,0.979032206921863,0.00899336357960734
16756117,7111177,16376,103152,1800,0.0959843518656001,0.023410451955343
4012712,7816455,32987,76888,800,0.0668854874333981,0.00619874216948568
9201258,16573650,64900,437163,4300,0.00406925954684401,0.00811437981367469
12191305,16328167,119653,21458,2000,0.519160555101027,0.0208557914192159
6241865,2457146,51281,36097,2100,1.31602115981596,0.0039852111005757
11348186,16113296,33696,409473,2000,1.04282715701286,0.00576131046484041
15690326,14219515,19280,279618,1900,0.000975656369015421,0
4807770,12139240,23515,348733,5400,1.40185534472,0.0133311983850593
8987214,3259621,56868,63407,2600,1.26985740771801,0.0168496816385085
4999193,9233663,32987,78414,2300,1.5123338124694,0.0129277900073584
10596169,4625430,352603,22301,2100,1.6201284349814,0.0232537787881292
540977,4472843,24962,41457,3000,6.09245095384292e-06,0.0131440832025144
718561,9787487,22301,150582,13200,1.90488355292461,0.0124935233190216
7205145,13511779,32987,44208,1800,1.26485258380206,0.00684895068119251
4959677,15830445,29790,24962,400,1.52682514564053,0.029292675001277
14936691,1188168,24962,149,3900,1.9862730902102,0.0108708198724294
3634053,12850067,32432,81742,10000,1.28926762099475,0.00958298146436753
7693264,16487108,94933,28852,600,1.05944991662157,0.00552419445266572
6842090,10412997,32987,33777,5500,1.99813482532611,0.0317716258507589
5358682,13840753,28852,27153,200,0.108373598424573,0.00111648040616352
16390995,4962196,36097,29790,800,1.093957769505,0.00846025176412668
16824587,15615230,14005,266279,2800,0.206912552485397,0.0227744107454524
4109129,13403502,22301,59902,800,0.0371673442744758,0.0347820559282113
542688,3081734,76888,100460,7200,0.142470690593495,0.01459418417549
11935479,15554865,149,36097,4500,0.453135181006922,0.0121214777826297
16579814,10585358,356356,363492,2800,0.474526249529547,0.0221694841559371
10235829,7032981,120966,104944,12700,1.95988873357471,0.00710562638329504
10402690,14095765,36608,256473,5500,0.45865077996297,0.0317556492277652
9912954,16696915,300766,409388,9000,0.020056664954675,0.0214406994542918
15976215,12688824,291645,136476,3900,0.743931942721673,0.00793066890487903
11552270,1269869,292501,22301,1900,0.56692557008248,0.00880812507538842
6316542,6930388,113715,76,6600,0.916696562917363,0.0283283441279052
3789102,4644529,239736,44500,1100,0.118540226966884,0.00130854634429556
4602236,3369785,34378,85330,3200,1.67791986430154,0.00627493469164653
6479270,16299085,55598,19280,5900,1.96919318417414,0.0034230635673298
8057739,3773145,140266,32987,8000,1.99506109487946,0.0326910193230627
16794775,6167506,455843,104944,3200,1.92718941560875,0.0187264382008352
12458705,13517785,346720,44208,3000,1.57600665871702,0.0136536053262419
15743042,1955246,19280,36097,2300,0.241605786706433,0.0204519956134451
12305883,10069633,242191,216319,14200,1.31399254845534,0.0214471257950578
11488613,10380025,363492,153571,14100,0.609668079047599,0.0213530919596588
10361167,11197569,80415,68909,11500,0.877990729497402,0.0134612104078725
14141642,7071715,277322,103152,1400,0.174509819369314,0.00562238649844771
5656027,2255711,32987,36097,1000,0.378208376597923,0.00761027006370019
14784166,1463741,334051,22446,2500,1.92214212190417,0.0155716877703042
8624289,964944,94933,36097,1000,1.67975569288101,0.00939858684272044
14927579,13545439,18027,22301,600,0.0981402527948464,0.0114567415996794
3916305,14316412,32987,47550,800,1.18307609903253,0.00790368087913362
16796029,11187833,455843,119653,3200,0.289321038794786,0.0109807024509763
2719784,7341301,36097,21458,1000,0.028659335506012,0.00686959868719461
12719598,6100967,352603,27153,2600,1.14906797166916,0.0272218851090633
4722451,10242838,177180,275907,15500,0.448785738069212,0.00451361540947037
15391993,3228858,44116,32987,700,1.18307609903253,0.00738485730865823
6007505,382329,86376,32987,1200,1.37021026824949,0.00790368087913362
15147563,5569210,410613,129,5000,1.90661135949591,0.00958443019308641
6154561,11882805,104944,243585,2800,1.08733279822659,0.0335188447762061
2047541,8344935,85330,113666,8200,0.0937100416400463,0.0106235928097339
1908736,4467718,36097,41457,3600,1.22605434222332,0.00686117781239648
7554642,12994549,113723,363492,3000,1.06823766958744,0.0233962130155244
16057754,15238735,47385,22301,1700,0.000873675223565407,0.00905218127189067
11426750,14777375,236462,21458,1500,0.100830919657651,0.00933210757373359
10942524,15390933,120968,44116,16616.6666666667,1.98988988944431,0.00670756828083108
16780664,14159658,409388,277876,1500,0.0482276100411078,0.018176527006993
14813018,7632998,282824,27153,400,1.99106708209269,0.00732326934130589
12376236,12632367,354109,23596,3900,0.593611256772865,0.0100109551280902
2152845,7538487,26059,50782,8700,1.95362796306395,0.00646971755313275
8677753,15692332,122782,198725,2100,1.94764939114199,0.012870425923069
15773892,6052230,409388,17554,2000,1.9485594639982,0.0103216733790666
1951944,16493648,36097,19280,2300,0.159275859939736,0.00451678955496426
2981589,8743619,33878,34166,6400,0.121235891382825,0.00562368673042069
13113468,2319531,66872,36097,6300,0.66394307061203,0.0292643501058822
9950663,4134790,196881,22301,7600,0.00869186284644552,0.00680677290210108
12027445,9999954,348733,328938,3200,0.710712183716219,0.0104044483050916
12217632,13354773,348733,17428,1600,0.968102478106205,0.0258853722935375
778194,12304915,26059,242191,2100,1.94244491644585,0.028536126445374
1978020,3951905,36097,32987,1000,0.523913721136684,0.0084609456967959
6660720,2178667,22301,32021,700,0.00231554903822384,0.00686959868719461
3682437,9324208,32987,216666,1400,1.56708567329987,0.0104552688495458
16029896,14259775,203738,329010,1900,0.00506784902767021,0.00247565798640104
1655416,4702865,36097,177180,1700,0.0591057975219611,0.00511026813166349
15155425,4077065,410613,27153,800,0.0246621681752608,0.00689735335028785
210635,1204607,57259,30811,7300,1.71302889582977,0.00976809925859068
4828575,10649023,19280,119653,2300,1.28494999312114,0.0270416249026768
2390387,10612650,65020,352603,3000,1.66903389500153,0.0231614255666962
10140450,10100955,153463,142277,1100,0.0107587328167934,0.000909592675888526
8920386,11145386,118936,245078,1600,0.01157568528505,0.00128891018637567
3835137,12924841,32987,129,5000,1.9204784583092,0.0304337483824075
8498399,2211667,520586,36097,8900,1.9787061387595,0.00512593350251556
1594335,5097386,36097,379281,1100,0.0416755239721591,0.0117429632443365
9591322,652772,322132,55419,14800,1.6426840788148,0.00811782228582203
4821869,11712182,21672,224285,4500,1.30451362667925,0.0207041747363976
4233201,8549458,33878,94933,3600,0.0702631948003319,0.0060027114005039
11405691,4099610,33777,43104,5100,0.489706939895583,0.0207104175620393
5669210,8820090,29790,22301,700,1.21101229125352,0.00524847971970954
6192850,13344294,104944,19280,2300,1.99427807553904,0.0258939830336748
6222664,726539,14005,34708,3100,0.0214826677338192,0.00812794905849179
8574545,8441459,94933,84278,8000,0.0339562614828098,0.00428183963275208
769114,2718571,27153,36097,600,0.95232919943187,0.00629581081676756
4106214,3249751,62929,63407,800,0.0168588703508261,0.000405212744290839
3663726,2705739,22301,36097,900,0.294477272857587,0.00780410796757258
16481661,12161711,32021,68909,2600,0.812075791224154,0.0205482913047942
2679185,14049817,36097,255282,1600,0.00791078941125312,0.00729951157399755
503510,1663805,24962,36097,600,0.896918327775266,0.0133856688285126
13185524,13905872,86376,16376,1800,0.0260879397058874,0.0145021405288196
5558598,3310407,13527,29790,8000,0.740669355098657,0.0253373664862949
16183963,5464674,449724,1206,4100,1.97746510878758,0.00742597251238142
12887519,248744,139705,21672,4500,1.18400903126574,0.0201342185991915
14103947,3856629,1354119,32987,2500,0.848985712312938,0.00729197873439591
9749424,14421683,255282,370720,2800,0.311627687348329,0.013535619799632
8781588,11072658,84482,76,6400,0.116942129317139,0.00793910549388233
12838588,6981227,35166,12855,8000,0.403281873675514,0.00922331584821723
8845611,11125295,122545,14005,4900,0.766431254894689,0.0335188447762061
748283,14495689,29790,19280,2100,1.45424371920794,0.00805192639821062
16878346,1696934,397677,36097,400,0.13671839061817,0.00798041669632288
14237233,16211982,21458,86376,1000,0.137612621309742,0.00109504251470149
2132372,15675383,26059,201809,1600,0.0753452431691617,0.00410128401738186
5801338,11774402,16376,16376,0,1.99611634903511,0.00381523502887371
16109746,4972288,409473,32987,2000,1.72893660247494,0.0255877938301492
13217850,7338775,86376,94933,1200,0.505714768199751,0.00594711121280722
7400028,15260337,118308,86376,10000,1.98138505394627,0.0101924178717071
12426110,15891346,370660,22301,2100,0.812451583150202,0.0078062435034707
110307,7211605,5663,32987,10500,1.46394957549912,0.00776365545680047
15162356,12653840,410613,12855,3600,0.190829500234267,0.0149955956435254
6084141,12911982,16,260883,14100,0.912937334029307,0.0174334193961675
14998007,12614453,149,374655,4500,0.548747370286532,0.00906470570082896
14819182,79381,18027,4401,8100,0.0112930283786331,0.0154394176691763
928895,15453560,36097,19280,2300,0.253824700176874,0.0170637706768691
6492957,5096680,55598,94058,8200,1.68600649981933,0.00637988782015453
7620982,3261941,27153,37792,400,1.99951370007715,0.00571921323809532
595436,9262050,32987,64900,4300,1.82053414695504,0.0100769671123517
13214761,8970120,21458,119431,2000,1.24493757376013,0.0186931347679151
13434344,6564128,61180,106877,1600,1.77417071250269,0.00650628545933374
13931024,16597279,14005,336840,3100,0.0941587053382577,0.0193950895356262
9784465,6152101,7623,104944,11700,1.95571670837185,0.0108266179167895
300064,16563628,17428,18027,100,0.1086248521206,0.0169487296439843
12629414,12833559,23596,24867,3400,1.71624743431188,0.0117687726345119
3115303,6355105,406737,113715,4300,0.394029118943898,0.00796084970466826
1575156,14116759,36097,256473,1300,0.139237943736918,0.0060671506477219
12642208,16773215,27128,409388,5700,1.99993763823715,0.0233110598747935
10362008,3311880,80415,68275,11700,0.708516360085742,0.0235152753389116
15801223,13800332,275382,21458,600,0.00525769240944673,0.00515765293127146
12708353,16490787,24214,22301,3400,1.47190585568782,0.021411678952492
2217656,2970956,142458,33878,4300,1.59892883443081,0.00395104516679923
6500672,11153335,435524,352603,8900,0.935522131312816,0.0184937878582895
7933694,2513728,84482,36097,800,1.38029533145721,0.00556257643776281
14451577,11973771,194741,23039,4400,1.98566681003265,0.0219175387205959
2798110,6658443,64895,22301,900,0.00207704776669093,0.0023372085297908
151529,6168801,26059,104944,500,0.714174190083777,0.00357297327983341
3462106,646853,27153,21502,4600,0.864973714525471,0.0051665734052837
7623169,6479707,27153,435524,8500,0.000880133235055425,0.00337870273794993
9661068,223441,193866,32021,14300,0.0197971880215253,0.00445300123247383
15160548,16678070,410613,86376,1000,0.0667536796045767,0.00565473801570449
7707471,14875624,94933,282823,800,1.09908999815329,0.0243026984906739
3992929,10627729,32987,352603,3000,1.91551703133806,0.0327129511817009
5114485,10494427,94058,17428,1600,1.0557428189839,0.0145619111744884
9294761,5892695,77406,64380,16916.6666666667,0.168422715504345,0.01359536152278
15957535,7119638,44208,24962,1200,0.593216883495546,0.00462044552833274
